Title,URL
"Accountant General, Andhra Pradesh and Telangana",https://ag.ap.nic.in
"Chief Electoral Officer (CEO), Chandigarh",https://ceochandigarh.gov.in
Cooch Behar,https://coochbehar.gov.in
Kondagaon,https://kondagaon.gov.in
Birbhum,https://birbhum.gov.in
Dharwad,https://dharwad.nic.in
Dohad,https://dahod.gujarat.gov.in
"Chief Electoral Officer (CEO), Assam",https://ceoassam.nic.in
Office of the Principal Scientific Adviser,https://www.psa.gov.in
"Registrar General of Marriages, Law Department, Government of West Bengal",https://rgmwb.gov.in
Government Accounting Standards Advisory Board (GASAB),https://gasab.gov.in
"Chief Electoral Officer (CEO), Maharashtra",https://ceoelection.maharashtra.gov.in
"Chief Electoral Officer (CEO), Tripura",https://ceotripura.nic.in
"Chief Electoral Officer (CEO), Delhi",https://ceodelhi.gov.in
"Chief Electoral Officer (CEO), Goa",https://ceogoa.nic.in
Atal Innovation Mission (AIM) by NITI Aayog,https://aim.gov.in
"Consumer Education Website, IRDA",https://policyholder.gov.in
"Ministry of Environment, Forest and Climate Change",https://moef.gov.in
Chhattishgarh handicraft Development Board,https://shabari.cg.gov.in
"Health Scheme Portal, Finance Department, Government of West Bengal",https://wbhealthscheme.gov.in
"Legislative and Parliamentary Affairs Department, Gujarat",https://lpd.gujarat.gov.in
"Chief Electoral Officer (CEO), Tamil Nadu",https://www.elections.tn.gov.in
"Electrical Inspectorate Department, Himachal Pradesh",
"Chief Electoral Officer (CEO), Bihar",https://ceobihar.nic.in
"Vigilance and Anti-Corruption Department, Manipur",
"Public Works Department, Himachal Pradesh",https://hppwd.hp.gov.in
"Information and Public Relations Department, Himachal Pradesh",https://himachalpr.gov.in
"Sarva Shiksha Abhiyan (SSA), West Bengal",
"Tourism Department, Kerala",
West Bengal State Forest Development Agency,
"Education Department, Gujarat",https://gujarat-education.gov.in
Uttar Dinajpur,https://uttardinajpur.gov.in
"Sports and Youth Welfare Department, Madhya Pradesh",
"Directorate of Welfare of Schedule Castes & Backward Classes, Haryana",https://haryanascbc.gov.in
"Excise and Taxation Department, Himachal Pradesh",https://www.hptax.gov.in
Andhra Pradesh State Minorities Finance Corporation Limited,https://apsmfc.ap.gov.in
"Drinking Water and Sanitation Department, Jharkhand",https://jharjal.jharkhand.gov.in
"Planning Department, Himachal Pradesh",https://planning.hp.gov.in
"Law Department, Andhra Pradesh",
"Co-operative Department, Bihar",https://epacs.bih.nic.in
"Rural Development Department, Jharkhand",https://www.jharkhand.gov.in/rdd
"SARTHAC (Systemised Administration & Regulation of Tendering and Handling of All Court Cases), Govt. of West Bengal",https://sarthac.gov.in
"Integrated online Salary Management System, EHRMS, Govt. of West Bengal",https://osms.wbsed.gov.in
"Rural Development Department, Mizoram",https://rd.mizoram.gov.in
"Water Resources Department, Madhya Pradesh",
Agrisnet,
"Micro, Small & Medium Enterprises Department, Madhya Pradesh",https://mpmsme.gov.in
"Arts and Culture Department, Meghalaya",https://megartsculture.gov.in
"Food, Civil Supplies and Consumer Affairs Department, Punjab",
"Fisheries Department, Haryana",https://harfish.gov.in
"Horticulture and Food Processing Department, Madhya Pradesh",https://www.mphorticulture.gov.in
West Bengal Examination Results,https://wbresults.nic.in
"Fisheries Department, Madhya Pradesh",
"Public Works Department, Madhya Pradesh",https://www.mppwd.gov.in
"Ayurveda Department, Himachal Pradesh",
Odisha Electricity Regulatory Commission (OERC),https://www.orierc.org
Madhya Pradesh Urban Development Company Limited,https://www.mpudc.co.in
Official Portal of Tamil Nadu Government,https://www.tn.gov.in
Official Portal of Odisha Government,https://odisha.gov.in
Telangana State Information Commission,
"State Planning Commission (SPC), Tamil Nadu",https://www.spc.tn.gov.in
"Nagaland Electricity Regulatory Commission (NERC), Kohima",
Tamil Nadu State Human Rights Commission,https://www.shrc.tn.gov.in
Tamil Nadu Information Commission,https://www.tnsic.gov.in
"Kalyani Government Engineering College, Nadia, West Bengal",https://www.kgec.edu.in
Punjab State Human Rights Commission (PSHRC),
"Listening Post of Lieutenant Governor, Delhi",https://listeningpostdelhilg.in
Goa State Information Commission (GSIC),https://gsic.goa.gov.in
Uttar Pradesh Information Commission,https://upic.gov.in
Delhi State Consumer Disputes Redressal Commission,
"State Consumer Disputes Redressal Commission, Chandigarh",https://chdconsumercourt.gov.in
Chandigarh Right to Service Commission (RTSC),
"Barasat Police District, West Bengal",https://www.barasatpolicedistrict.in
Official portal of Himachal Pradesh Government,https://himachal.gov.in
Haryana Chief Minister's Office,https://haryanacmoffice.gov.in
Andhra Pradesh Information Commission,https://sic.ap.gov.in
Bihar Electricity Regulatory Commission,https://berc.co.in
"Human Rights Commission, Haryana",https://hhrc.gov.in
"State Finance Commission Cell, Assam",https://sfcassam.nic.in
"Consumer Disputes Redressal Commission, Gujarat",https://cdrc.gujarat.gov.in
Gujarat Information Commission,https://gic.gujarat.gov.in
Delhi Commission for Women,https://dcw.delhi.gov.in
"Corporation of Thrissur, Kerala",https://thrissurcorporation.lsgkerala.gov.in
"Thrikkakara Municipality, Kerala",
"Kottakkal Municipality, Kerala",
"Maradu Municipality, Kerala",
"Karunagapally Municipality, Kerala",
"Mulbagal City Municipal Council, Karnataka",
"Basavakalyana Municipality, Karnataka",
"Eloor Municipality, Kerala",
"Puttur City Municipal Council, Karnataka",
"Kanakapura Municipality, Karnataka",
"Hunsur CIty Municipal Council, Karnataka",
"Hiriyur Municipality, Karnataka",
"Municipality of Gundlupete, Karnataka",
"Municipality of Channarayapatnam, Karnataka",
"Gadag-Betagiri Municipality, Karnataka",
"Bylangola Municipality, Karnataka",
"Municipality of Kunigal, Karnataka",
"Shira Municipality, Karnataka",
"Pradhan Mantri Poshan Shakti Nirman (PM POSHAN), West Bengal",https://mdm.wbsed.gov.in
"Hubli-Dharwad Municipal Policy, Karnataka",
"Municipality of Teradala, Karnataka",
"Municipality of Moodalagi, Karnataka",
"Indore Municipal Corporation, Indore, Madhya Pradesh",https://imcindore.mp.gov.in
"Ramanagar Municipality, Karnataka",
"Municipality of Mahalingapura, Karnataka",
"Sankeshwara Town Municipal Council, Karnataka",
"Gajendragada Municipality, Karnataka",
"Arasekere Municipality, Karnataka",
"Challakere City Municipal Council, Karnataka",
"Nanjangud Municipality, Karnataka",
"Municipality of Talikote, Karnataka",
"Municipality of Indy, Karnataka",
"Bhopal Municipal Corporation, Madhya Pradesh",https://www.bmconline.gov.in
"Ilakkal Municipality, Karnataka",
"Nagar Nigam, Dehradun, Uttarakhand",https://nagarnigamdehradun.com
"Meerut Nagar Nigam, Uttar Pradesh",
"Jamnagar Municipal Corporation, Gujarat",https://www.mcjamnagar.com
"Kundapur Town Municipal Council, Karnataka",
"Savadatti Municipality, Karnataka",
"Hoovinahadagali Town Municipal Council, Karnataka",
"City Municipal Council, Raichur, Karnataka",
"Honnali Town Panchayat, Karnataka",
"Chitradurga City Municipal Council, Karnataka",
"Siruguppa City Municipal Council, Karnataka",
"Haveri City Municipal Council, karnataka",
"Gokak City Municipal Council, karnataka",
"Sirsi City Municipal Council, Karnataka",
"Chickmagalur City Municipal Council, Karnataka",
"Ankola Town Panchayat, Karnataka",
"Tekkalakote Town Panchayath, Karnataka",
"Zilla Panchayat, Raichur, Karnataka",https://zpraichur.karnataka.gov.in
Rajasthan State Mines and Minerals limited (RSMML),https://www.rsmm.com
"Board of Secondary Education, Rajasthan",https://rajeduboard.rajasthan.gov.in
Uttar Pradesh Livestock Development Board,https://upldb.up.gov.in
"Pandavapura Town Panchayath, Karnataka",
"Yellapura Town Panchayat, Karnataka",
"Sadalga Town Municipal Council, Karnataka",
"Jewargi Town Panchayat, Karnataka",
"Hookery Municipality, Karnataka",
"Punjab Agro Industries Corporation Limited, Chandigarh",https://punjabagro.gov.in
"Amritsar Development Authority (ADA), Punjab",https://www.adaamritsar.gov.in
"Maulana Abul Kalam Azad University of Technology, West Bengal",https://makautwb.ac.in
"Slum Rehabilitation Authority, Maharashtra",https://sra.gov.in
Punjab Biotechnology Incubator (PBTI),
Maharashtra State Other Backward Class (OBC) Finance & Development Corporation Ltd.,https://msobcfdc.org
"Board of Technical Education, Rajasthan",https://techedu.rajasthan.gov.in
Mumbai Metropolitan Region Development Authority (MMRDA),https://mmrda.maharashtra.gov.in
Punjab State Forest Development Corporation Limited,
"Water Resources Investigation & Development Department (WRIDD), West Bengal",https://www.wbadmip.org
Maharashtra State Seed Corporation Limited (MSSCL),https://www.mahabeej.com
Maharashtra State AIDS Control Society (MSACS),https://mahasacs.org
Kerala Livestock Development Board (KLDB),https://livestock.kerala.gov.in
"Kerala Feeds Limited, Thrissur",https://www.keralafeeds.com
Maharashtra State Textile Corporation Limited,
Punjab School Education Board,https://www.pseb.ac.in
"Karnataka State Seed Organic Certification Agency, Hebbal, Bangalore",https://kssoca.karnataka.gov.in
"Kerala State Biodiversity Board, Thiruvananthapuram",https://keralabiodiversity.org
Karnataka Minorities Development Corporation Limited,https://kmdc.karnataka.gov.in
"Kerala State Housing Board, India",https://kshb.kerala.gov.in
"Kerala State Cashew Development Corporation Limited, Kollam",https://cashewcorporation.com
Kerala State Civil Supplies Corporation Limited,
The Kerala Khadi and Village Industries Board,
Kerala Financial Corporation (KFC),https://www.kfc.org
"Hubli Electricity Supply Company Limited (HESCOM), Karnataka",https://www.hescom.co.in
Technical Consultancy Services Organisation of Karnataka (TECSOK),https://www.tecsok.com
Kerala State Poultry Development Corporation Ltd.,
"Karnataka State Diploma in Nursing Examination Board, Bangalore",https://ksdneb.org
"Karnataka Silk Industries Corporation (KSIC), Bengaluru",https://www.ksicsilk.com
Karnataka Industrial Areas Development Board (KIADB),
"Karnataka Neeravari Nigam Limited (KNNL), Bangalore",
Punjab State Power Corporation Limited (PSPCL),https://www.pspcl.in
"Bidar City Municipal Council, Karnataka",
Tamil Nadu Forest Plantation Corporation Limited (TAFCORN),https://www.tafcorn.tn.gov.in
Tamil Nadu Cooperative Marketing Federation Limited,https://www.tanfed.tn.gov.in
Kerala State Land Use Board,https://kslub.kerala.gov.in
Indian Institute of Oilseeds Research (IIOR),https://icar-iior.org.in
"Institute of Hotel Management, Catering Technology, Hyderabad",
Shri Mata Vaishno Devi Shrine Board,https://maavaishnodevi.org
West Bengal Industrial Development Corporation (WBIDC),
"Funds Organisation, Jammu and Kashmir",
Tamil Nadu Electricity Board Ltd.,https://www.tnebltd.gov.in
ICAR-Central Institute for Women in Agriculture (ICAR-CIWA),https://icar-ciwa.org.in
Central Institute of Freshwater Aquaculture (CIFA),https://cifa.nic.in
"Central Forensic Science Laboratory (CFSL), Hyderabad",https://cfslhyd.gov.in
"Indhira Gandhi National Open University (IGNOU), Hyderabad Regional Centre",
"Railway Recruitment Board (RRB), Bhubaneswar",https://www.rrbbbs.gov.in
Rajasthan Telecom Circle,https://rajasthan.bsnl.co.in
ICAR-Indian Institute of Spices Research (IISR),
Bharat Sanchar Nigam Limited - Calcutta,
Advanced Level Telecommunication Training Centre (ALTTC),https://www.alttc.bsnl.co.in
Maharashtra Telecom Circle,https://maharashtra.bsnl.co.in
Kerala Telecom Circle,https://kerala.bsnl.co.in
"Office of the Zonal Additional DGFT, Chennai",https://zjdgft.tn.nic.in
Cochin Special Economic Zone (CSEZ),https://csez.com
Visakhapatnam Special Economic Zone (VSEZ),
"Excise Directorate, West Bengal",https://excise.wb.gov.in
"Pt. Khushilal Sharma Government (Autonomous) Ayurveda College and Institute, Bhopal",https://www.klsgaci.edu.in
Madhya Pradesh State Agricultural Marketing Board (MPSAMB) - Mandi Board,https://mpmandiboard.in
"Madhya Pradesh State Open School Education Board, Bhopal",https://mpsos.nic.in
Barkatullah Vishwavidyalaya - Bhopal,
"Government Womens Polytechnic College, Bhopal",
"State Public Service Agency, Madhya Pradesh",https://mpedistrict.gov.in
Punjab Police Housing Corporation Limited,
"Chief Electoral Officer, West Bengal",https://ceowestbengal.nic.in
"Paschim Banga Go-Sampad Bikash Sanstha (PBGSBS), West Bengal",https://pbgsbs.gov.in
"Swasthyasathi, West Bengal",https://swasthyasathi.gov.in
The West Bengal University of Health Sciences,https://wbuhs.ac.in
"Punjab Remote Sensing Centre (PRSC), Ludhiana",https://prsc.gov.in
"Directorate of Commercial Taxes, West Bengal",https://wbcomtax.gov.in
"e - District Sewa, Punjab",
"Legislative Assembly, West Bengal",
West Bengal State Electricity Transmission Corporation Limited,https://www.wbsetcl.in
"Directorate of Anti Corruption Branch, West Bengal",
"Right to Education (RTE) Portal, Madhya Pradesh",https://rteportal.mp.gov.in
Haryana Gau Seva Aayog,https://hargauseva.gov.in
"Mukhyamantri Muft Ilaaj Yojana, Haryana",
"ASANSOL Durgapur Development Authority, West Bengal",https://addaonline.in
"Bathinda Development Authority (BDA), Bathinda, Punjab",
"Punjabi University, Patiala",
"Institute of Hotel Management, Faridabad",
Chennai City Police,
"State Institute of Science Education, Jabalpur",https://sisejbp.org
Municipal Administration Department,
"Integrated ShalaDarpan, Rajasthan",https://rajshaladarpan.nic.in/SD3/Home/Public2/Default.aspx
Competent Authority Examination Results of Madhya Pradesh,
Districts of Madhya Pradesh,https://mpdistricts.nic.in
Madhya Pradesh Employment Portal,https://mprojgar.gov.in
"Sanskrit Education Department, Rajasthan",https://rajsanskrit.nic.in
Real Estate Regulatory Authority Madhya Pradesh,https://rera.mp.gov.in
"Right To Information (RTI) Portal, Rajasthan",https://rti.rajasthan.gov.in
Rajasthan Real Estate Regulatory Authority,https://rera.rajasthan.gov.in
"State Program Management Group (Namami Gange), Government of Uttarakhand",https://spmguttarakhand.uk.gov.in
"Tamil Nadu Physical Education and Sports University, Chennai",https://tnpesu.org
Tamil Nadu State Biodiversity Board,https://tnbb.tn.gov.in
"Swajal Project, Uttarakhand",https://swajal.uk.gov.in
"Advanced Technical Training Centre (ATTC), Sikkim",https://www.attc.skmpoly.edu.in
"Administrative Reforms Department, Rajasthan",https://www.ard.rajasthan.gov.in
Official Portal of Uttarakhand Government,https://uk.gov.in
"Directorate of Watershed Development & Soil Conservation, Rajasthan",https://watershed.rajasthan.gov.in
"Centre for Computers and Communication Technology (CCCT), Sikkim",https://www.ccct.skmpoly.edu.in
"Sikkim University, Gangtok",https://www.cus.ac.in
"Guru Angad Dev Veterinary and Animal Sciences University (GADVASU), Ludhiana Punjab",https://www.gadvasu.in
Uttar Pradesh Cooperative Federation Limited,https://www.uppcf.org
"Indian Institute of Technology (IIT), Bombay (IITB)",https://www.iitb.ac.in
"Indian Institute of Technology Patna (IITP), Bihar",https://www.iitp.ac.in
"Energy Department, Chhattisgarh",https://www.cgstate.gov.in/web/department-of-energy/home
"Factories and Boilers Organisation, Tripura",https://factory.tripura.gov.in
